x,y,raw,cumulative,Cloglog
118.12499999999989,-81.375,1.11261E-6,0.070749029,0.003473719
11.374999999999915,50.12499999999994,4.59851E-4,56.126599652,0.762649175
-69.87500000000004,-27.62500000000002,1.70244E-5,2.293376645,0.051852234
41.29166666666657,38.62499999999994,1.49787E-4,26.108638,0.374040855
42.20833333333326,42.79166666666663,3.0207E-4,44.4740194,0.61122177
-25.291666666666714,71.20833333333326,1.15976E-5,1.351165185,0.035622368
24.2916666666666,30.874999999999957,6.77106E-5,12.723894029,0.190848967
31.708333333333258,47.5416666666666,2.63123E-4,40.600324066,0.560858884
29.374999999999915,52.958333333333286,1.27804E-4,22.807598939,0.329489693
17.624999999999915,-88.20833333333333,3.30345E-7,0.004182033,0.001032643
90.7083333333332,27.958333333333286,6.7226E-5,12.609061262,0.189621607
125.9583333333332,59.37499999999994,6.6054E-5,12.415531183,0.186645726
117.79166666666657,-76.79166666666667,2.35013E-6,0.157149972,0.007323265
99.79166666666657,13.041666666666629,9.41403E-6,1.010575344,0.02901381
-30.2083333333334,-77.79166666666667,1.13329E-6,0.072996334,0.003538156
115.54166666666657,29.124999999999957,2.86842E-5,4.697393696,0.085805549
132.2083333333332,-24.541666666666686,2.67807E-4,41.051875083,0.567245165
91.12499999999989,-71.70833333333334,1.05456E-5,1.189401735,0.032444208
91.12499999999989,-87.04166666666667,3.2529E-7,0.004017877,0.001016851
8.0416666666666,45.208333333333286,2.43103E-4,38.357312101,0.532484568
-97.95833333333337,-82.625,2.22991E-5,3.370160835,0.067365522
-1.4583333333333997,32.458333333333286,3.97996E-4,51.94034159,0.711990474
144.7083333333332,-5.7916666666667,3.31871E-5,5.727964528,0.098589885
150.8749999999999,60.0416666666666,4.12892E-6,0.325561751,0.012830482
-64.87500000000004,-27.541666666666693,1.51779E-4,26.455851461,0.377928649
26.374999999999915,19.208333333333286,2.41738E-5,3.724835842,0.072817826
-5.875000000000057,-72.625,1.53715E-5,1.97708718,0.046938213
49.79166666666657,48.708333333333286,2.11099E-4,34.749416462,0.483265257
124.2083333333332,-75.625,2.33957E-6,0.155743862,0.007290474
-114.79166666666669,33.291666666666615,2.17373E-4,35.242850469,0.493306888
88.12499999999989,32.62499999999996,1.15012E-4,20.795104722,0.302120199
-80.95833333333337,51.958333333333286,9.97993E-5,18.302883587,0.268113073
42.124999999999915,27.208333333333286,1.54307E-4,26.762278003,0.382826532
42.874999999999915,46.708333333333286,1.52625E-4,26.547244838,0.379572342
-76.87500000000004,-7.875000000000028,3.13627E-5,5.297642422,0.093431947
