Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,bio_14 contribution,bio_15 contribution,bio_17 contribution,bio_19 contribution,bio_2 contribution,bio_3 contribution,bio_7 contribution,bio_14 permutation importance,bio_15 permutation importance,bio_17 permutation importance,bio_19 permutation importance,bio_2 permutation importance,bio_3 permutation importance,bio_7 permutation importance,Training gain without bio_14,Training gain without bio_15,Training gain without bio_17,Training gain without bio_19,Training gain without bio_2,Training gain without bio_3,Training gain without bio_7,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_17,Training gain with only bio_19,Training gain with only bio_2,Training gain with only bio_3,Training gain with only bio_7,Test gain without bio_14,Test gain without bio_15,Test gain without bio_17,Test gain without bio_19,Test gain without bio_2,Test gain without bio_3,Test gain without bio_7,Test gain with only bio_14,Test gain with only bio_15,Test gain with only bio_17,Test gain with only bio_19,Test gain with only bio_2,Test gain with only bio_3,Test gain with only bio_7,AUC without bio_14,AUC without bio_15,AUC without bio_17,AUC without bio_19,AUC without bio_2,AUC without bio_3,AUC without bio_7,AUC with only bio_14,AUC with only bio_15,AUC with only bio_17,AUC with only bio_19,AUC with only bio_2,AUC with only bio_3,AUC with only bio_7,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
wsmv,53,1.1681,1.3771,500,0.8994,17,1.0695,0.8837,0.0272,10053,20.7412,9.8730,0.1218,4.1132,18.8785,32.9175,13.3549,1.5155,6.3696,2.3536,7.0335,12.1184,54.1492,16.4602,1.1668,1.1453,1.1667,1.1506,1.1479,1.0302,1.1605,0.2854,0.3752,0.2757,0.2138,0.4360,0.6344,0.0800,1.0687,1.0939,1.0766,1.0487,1.0434,0.9318,1.0830,0.3466,0.2470,0.3290,0.2463,0.4155,0.4611,0.1009,0.8828,0.8880,0.8848,0.8796,0.8802,0.8649,0.8851,0.7289,0.7045,0.7238,0.6657,0.7584,0.7697,0.6111,8.0480,0.1784,1.0000,0.0288,0.6794,0.0000,0.0000,1.4E-3,5.0000,0.0895,0.4627,0.0189,0.0000,2.046E-6,10.0000,0.1570,0.3400,0.0189,0.0588,3.686E-7,2.0033,0.0472,0.5977,0.0000,0.0000,1.587E-4,14.5409,0.2158,0.2708,0.0943,0.0588,1.057E-8,19.8352,0.2880,0.2139,0.2075,0.1765,1.461E-7,13.7207,0.2031,0.2815,0.0566,0.0588,1.944E-8,22.3463,0.3227,0.1924,0.2453,0.1765,3.574E-8,16.1313,0.2397,0.2516,0.1132,0.0588,3.339E-9,2.0033,0.0472,0.5977,0.0000,0.0000,1.587E-4,11.7189,0.1783,0.3111,0.0566,0.0588,9.233E-8
